Country	region	col_plot	samples_names	Locality	Station	Grab	Distance_cage	Depth	AMBI	NSI	ISI	ITI	NQI1	Shannon
Norway	coast	6	FHF6-St3-Gr1-C	Farm_6	3	1	100	NA	5.92215	7.180947	7.076667	0.40574282	0.3272785	0.5240848
Norway	coast	6	FHF6-St3-Gr2-A	Farm_6	3	2	100	NA	5.646028	7.775368	4.49375	0.47805302	0.3085218	1.0181438
Norway	coast	6	FHF6-St3-Gr2-B	Farm_6	3	2	100	NA	5.646028	7.775368	4.49375	0.47805302	0.3085218	1.0181438
Norway	coast	6	FHF6-St3-Gr2-C	Farm_6	3	2	100	NA	5.646028	7.775368	4.49375	0.47805302	0.3085218	1.0181438
Norway	coast	6	FHF6-St3-Gr3D-A	Farm_6	3	3	100	NA	NA	NA	NA	NA	NA	NA
Norway	coast	6	FHF6-St3-Gr3D-B	Farm_6	3	3	100	NA	NA	NA	NA	NA	NA	NA
Norway	coast	6	FHF6-St3-Gr3D-C	Farm_6	3	3	100	NA	NA	NA	NA	NA	NA	NA
Norway	coast	6	FHF6-St4-Gr1-A	Farm_6	4	1	230	86	2.539855	19.316493	8.117	52.88888889	0.6862337	3.6151773
Norway	coast	6	FHF6-St4-Gr1-B	Farm_6	4	1	230	86	2.539855	19.316493	8.117	52.88888889	0.6862337	3.6151773
Norway	coast	6	FHF6-St4-Gr1-C	Farm_6	4	1	230	86	2.539855	19.316493	8.117	52.88888889	0.6862337	3.6151773
Norway	coast	6	FHF6-St4-Gr2-A	Farm_6	4	2	230	86	2.510294	21.384863	7.632857	48.06491885	0.7108851	4.5286452
Norway	coast	6	FHF6-St4-Gr2-B	Farm_6	4	2	230	86	2.510294	21.384863	7.632857	48.06491885	0.7108851	4.5286452
Norway	coast	6	FHF6-St4-Gr2-C	Farm_6	4	2	230	86	2.510294	21.384863	7.632857	48.06491885	0.7108851	4.5286452
Norway	coast	6	FHF6-St4-Gr3D-A	Farm_6	4	3	230	86	NA	NA	NA	NA	NA	NA
Norway	coast	6	FHF6-St4-Gr3D-B	Farm_6	4	3	230	86	NA	NA	NA	NA	NA	NA
Norway	coast	6	FHF6-St4-Gr3D-C	Farm_6	4	3	230	86	NA	NA	NA	NA	NA	NA
Norway	coast	6	FHF6-St5-Gr1-A	Farm_6	5	1	450	87	3.018116	17.337052	7.677333	50.08818342	0.6521432	3.2163364
Norway	coast	6	FHF6-St5-Gr1-B	Farm_6	5	1	450	87	3.018116	17.337052	7.677333	50.08818342	0.6521432	3.2163364
Norway	coast	6	FHF6-St5-Gr1-C	Farm_6	5	1	450	87	3.018116	17.337052	7.677333	50.08818342	0.6521432	3.2163364
Norway	coast	6	FHF6-St5-Gr2-A	Farm_6	5	2	450	87	2.861301	18.573442	7.915714	59.30348259	0.6361098	3.5809226
Norway	coast	6	FHF6-St5-Gr2-B	Farm_6	5	2	450	87	2.861301	18.573442	7.915714	59.30348259	0.6361098	3.5809226
Norway	coast	6	FHF6-St5-Gr2-C	Farm_6	5	2	450	87	2.861301	18.573442	7.915714	59.30348259	0.6361098	3.5809226
Norway	coast	6	FHF6-St5-Gr3D-A	Farm_6	5	3	450	87	NA	NA	NA	NA	NA	NA
Norway	coast	6	FHF6-St5-Gr3D-B	Farm_6	5	3	450	87	NA	NA	NA	NA	NA	NA
Norway	coast	6	FHF6-St5-Gr3D-C	Farm_6	5	3	450	87	NA	NA	NA	NA	NA	NA
Norway	coast	7	FHF7-St1-Gr1-A	Farm_7	1	1	0	113	5.931874	6.986446	5.713333	0.5422374	0.2593943	0.9709942
Norway	coast	7	FHF7-St1-Gr1-B	Farm_7	1	1	0	113	5.931874	6.986446	5.713333	0.5422374	0.2593943	0.9709942
Norway	coast	7	FHF7-St1-Gr1-C	Farm_7	1	1	0	113	5.931874	6.986446	5.713333	0.5422374	0.2593943	0.9709942
Norway	coast	7	FHF7-St1-Gr2-A	Farm_7	1	2	0	113	5.936144	7.076154	5.968333	0.4585841	0.2592234	0.6567019
Norway	coast	7	FHF7-St1-Gr2-B	Farm_7	1	2	0	113	5.936144	7.076154	5.968333	0.4585841	0.2592234	0.6567019
Norway	coast	7	FHF7-St1-Gr2-C	Farm_7	1	2	0	113	5.936144	7.076154	5.968333	0.4585841	0.2592234	0.6567019
Norway	coast	7	FHF7-St1-Gr3D-A	Farm_7	1	3	0	113	NA	NA	NA	NA	NA	NA
Norway	coast	7	FHF7-St1-Gr3D-B	Farm_7	1	3	0	113	NA	NA	NA	NA	NA	NA
Norway	coast	7	FHF7-St1-Gr3D-C	Farm_7	1	3	0	113	NA	NA	NA	NA	NA	NA
Norway	coast	7	FHF7-St2-Gr1-A	Farm_7	2	1	100	NA	5.841079	7.662608	6.164167	1.5609265	0.3352764	0.5664111
Norway	coast	7	FHF7-St2-Gr1-B	Farm_7	2	1	100	NA	5.841079	7.662608	6.164167	1.5609265	0.3352764	0.5664111
Norway	coast	7	FHF7-St2-Gr1-C	Farm_7	2	1	100	NA	5.841079	7.662608	6.164167	1.5609265	0.3352764	0.5664111
Norway	coast	7	FHF7-St2-Gr2-A	Farm_7	2	2	100	NA	5.825975	7.844741	5.378889	1.787592	0.3288604	0.6260067
Norway	coast	7	FHF7-St2-Gr2-B	Farm_7	2	2	100	NA	5.825975	7.844741	5.378889	1.787592	0.3288604	0.6260067
Norway	coast	7	FHF7-St2-Gr2-C	Farm_7	2	2	100	NA	5.825975	7.844741	5.378889	1.787592	0.3288604	0.6260067
Norway	coast	7	FHF7-St2-Gr3D-A	Farm_7	2	3	100	NA	NA	NA	NA	NA	NA	NA
Norway	coast	7	FHF7-St2-Gr3D-B	Farm_7	2	3	100	NA	NA	NA	NA	NA	NA	NA
Norway	coast	7	FHF7-St2-Gr3D-C	Farm_7	2	3	100	NA	NA	NA	NA	NA	NA	NA
Norway	coast	7	FHF7-St3-Gr1-A	Farm_7	3	1	200	NA	2.358209	22.30539	9.272549	38.3480826	0.7396075	4.7441776
Norway	coast	7	FHF7-St3-Gr1-B	Farm_7	3	1	200	NA	2.358209	22.30539	9.272549	38.3480826	0.7396075	4.7441776
Norway	coast	7	FHF7-St3-Gr1-C	Farm_7	3	1	200	NA	2.358209	22.30539	9.272549	38.3480826	0.7396075	4.7441776
Norway	coast	7	FHF7-St3-Gr2-A	Farm_7	3	2	200	NA	2.139976	22.690487	8.521667	41.4159292	0.7771571	4.9997167
Norway	coast	7	FHF7-St3-Gr2-B	Farm_7	3	2	200	NA	2.139976	22.690487	8.521667	41.4159292	0.7771571	4.9997167
Norway	coast	7	FHF7-St3-Gr2-C	Farm_7	3	2	200	NA	2.139976	22.690487	8.521667	41.4159292	0.7771571	4.9997167
Norway	coast	7	FHF7-St3-Gr3D-A	Farm_7	3	3	200	NA	NA	NA	NA	NA	NA	NA
Norway	coast	7	FHF7-St3-Gr3D-B	Farm_7	3	3	200	NA	NA	NA	NA	NA	NA	NA
Norway	coast	7	FHF7-St3-Gr3D-C	Farm_7	3	3	200	NA	NA	NA	NA	NA	NA	NA
Norway	coast	7	FHF7-St4-Gr1-A	Farm_7	4	1	770	181	2.255859	23.476779	9.621132	36.7292225	0.7663911	4.796486
Norway	coast	7	FHF7-St4-Gr1-B	Farm_7	4	1	770	181	2.255859	23.476779	9.621132	36.7292225	0.7663911	4.796486
Norway	coast	7	FHF7-St4-Gr1-C	Farm_7	4	1	770	181	2.255859	23.476779	9.621132	36.7292225	0.7663911	4.796486
Norway	coast	7	FHF7-St4-Gr2-A	Farm_7	4	2	770	181	2.458716	23.628392	9.107333	38.5542169	0.7533043	4.892262
Norway	coast	7	FHF7-St4-Gr2-B	Farm_7	4	2	770	181	2.458716	23.628392	9.107333	38.5542169	0.7533043	4.892262
Norway	coast	7	FHF7-St4-Gr2-C	Farm_7	4	2	770	181	2.458716	23.628392	9.107333	38.5542169	0.7533043	4.892262
Norway	coast	7	FHF7-St4-Gr3D-A	Farm_7	4	3	770	181	NA	NA	NA	NA	NA	NA
Norway	coast	7	FHF7-St4-Gr3D-B	Farm_7	4	3	770	181	NA	NA	NA	NA	NA	NA
Norway	coast	7	FHF7-St4-Gr3D-C	Farm_7	4	3	770	181	NA	NA	NA	NA	NA	NA
Norway	coast	7	FHF7-St5-Gr1-A	Farm_7	5	1	1100	196	2.568452	22.127755	9.414894	37.2839506	0.7335444	4.4281801
Norway	coast	7	FHF7-St5-Gr1-B	Farm_7	5	1	1100	196	2.568452	22.127755	9.414894	37.2839506	0.7335444	4.4281801
Norway	coast	7	FHF7-St5-Gr1-C	Farm_7	5	1	1100	196	2.568452	22.127755	9.414894	37.2839506	0.7335444	4.4281801
Norway	coast	7	FHF7-St5-Gr2-A	Farm_7	5	2	1100	196	2.452116	22.518608	9.4125	28.8240495	0.7267092	3.8850796
Norway	coast	7	FHF7-St5-Gr2-B	Farm_7	5	2	1100	196	2.452116	22.518608	9.4125	28.8240495	0.7267092	3.8850796
Norway	coast	7	FHF7-St5-Gr2-C	Farm_7	5	2	1100	196	2.452116	22.518608	9.4125	28.8240495	0.7267092	3.8850796
Norway	coast	7	FHF7-St5-Gr3D-A	Farm_7	5	3	1100	196	NA	NA	NA	NA	NA	NA
Norway	coast	7	FHF7-St5-Gr3D-B	Farm_7	5	3	1100	196	NA	NA	NA	NA	NA	NA
Norway	coast	7	FHF7-St5-Gr3D-C	Farm_7	5	3	1100	196	NA	NA	NA	NA	NA	NA
Norway	coast	8	FHF8-St1-Gr1-A	Farm_8	1	1	0	148	5.857542	7.628212	5.42	0.4016064	0.1948572	0.4248835
Norway	coast	8	FHF8-St1-Gr1-B	Farm_8	1	1	0	148	5.857542	7.628212	5.42	0.4016064	0.1948572	0.4248835
Norway	coast	8	FHF8-St1-Gr1-C	Farm_8	1	1	0	148	5.857542	7.628212	5.42	0.4016064	0.1948572	0.4248835
Norway	coast	8	FHF8-St1-Gr2-A	Farm_8	1	2	0	148	5.751412	8.154283	5.6	0.2956393	0.2681697	0.6948348
Norway	coast	8	FHF8-St1-Gr2-B	Farm_8	1	2	0	148	5.751412	8.154283	5.6	0.2956393	0.2681697	0.6948348
Norway	coast	8	FHF8-St1-Gr2-C	Farm_8	1	2	0	148	5.751412	8.154283	5.6	0.2956393	0.2681697	0.6948348
Norway	coast	8	FHF8-St2-Gr1-A	Farm_8	2	1	29	153	4.164753	17.037632	7.952778	37.3015873	0.5683004	2.8800052
Norway	coast	8	FHF8-St2-Gr1-B	Farm_8	2	1	29	153	4.164753	17.037632	7.952778	37.3015873	0.5683004	2.8800052
Norway	coast	8	FHF8-St2-Gr1-C	Farm_8	2	1	29	153	4.164753	17.037632	7.952778	37.3015873	0.5683004	2.8800052
Norway	coast	8	FHF8-St2-Gr2-A	Farm_8	2	2	29	153	5.123832	11.994841	6.707692	3.7166086	0.3950645	1.7736798
Norway	coast	8	FHF8-St2-Gr2-B	Farm_8	2	2	29	153	5.123832	11.994841	6.707692	3.7166086	0.3950645	1.7736798
Norway	coast	8	FHF8-St2-Gr2-C	Farm_8	2	2	29	153	5.123832	11.994841	6.707692	3.7166086	0.3950645	1.7736798
Norway	coast	8	FHF8-St3-Gr1-A	Farm_8	3	1	120	162	3.130081	19.196076	7.816562	68.3060109	0.6605194	4.0417289
Norway	coast	8	FHF8-St3-Gr1-B	Farm_8	3	1	120	162	3.130081	19.196076	7.816562	68.3060109	0.6605194	4.0417289
Norway	coast	8	FHF8-St3-Gr1-C	Farm_8	3	1	120	162	3.130081	19.196076	7.816562	68.3060109	0.6605194	4.0417289
Norway	coast	8	FHF8-St3-Gr2-A	Farm_8	3	2	120	162	3.349451	18.718516	7.823462	67.9389313	0.6200482	3.6547737
Norway	coast	8	FHF8-St3-Gr2-B	Farm_8	3	2	120	162	3.349451	18.718516	7.823462	67.9389313	0.6200482	3.6547737
Norway	coast	8	FHF8-St3-Gr2-C	Farm_8	3	2	120	162	3.349451	18.718516	7.823462	67.9389313	0.6200482	3.6547737
Norway	coast	8	FHF8-St4-Gr1-A	Farm_8	4	1	250	167	3.481818	17.414867	7.298947	64.3410853	0.6100845	3.0939439
Norway	coast	8	FHF8-St4-Gr1-B	Farm_8	4	1	250	167	3.481818	17.414867	7.298947	64.3410853	0.6100845	3.0939439
Norway	coast	8	FHF8-St4-Gr1-C	Farm_8	4	1	250	167	3.481818	17.414867	7.298947	64.3410853	0.6100845	3.0939439
Norway	coast	8	FHF8-St4-Gr2-A	Farm_8	4	2	250	167	3.783186	18.236977	7.342857	63.172043	0.5746798	2.9983279
Norway	coast	8	FHF8-St4-Gr2-B	Farm_8	4	2	250	167	3.783186	18.236977	7.342857	63.172043	0.5746798	2.9983279
Norway	coast	8	FHF8-St4-Gr2-C	Farm_8	4	2	250	167	3.783186	18.236977	7.342857	63.172043	0.5746798	2.9983279
Norway	coast	8	FHF8-St6-Gr1-A	Farm_8	6	1	400	180	3.83871	18.66682	7.167273	64.8401826	0.5867252	2.8785941
Norway	coast	8	FHF8-St6-Gr1-B	Farm_8	6	1	400	180	3.83871	18.66682	7.167273	64.8401826	0.5867252	2.8785941
Norway	coast	8	FHF8-St6-Gr1-C	Farm_8	6	1	400	180	3.83871	18.66682	7.167273	64.8401826	0.5867252	2.8785941
Norway	coast	8	FHF8-St6-Gr2-A	Farm_8	6	2	400	180	3.278761	18.526442	7.431875	65.0793651	0.6225969	3.5471523
Norway	coast	8	FHF8-St6-Gr2-B	Farm_8	6	2	400	180	3.278761	18.526442	7.431875	65.0793651	0.6225969	3.5471523
Norway	coast	8	FHF8-St6-Gr2-C	Farm_8	6	2	400	180	3.278761	18.526442	7.431875	65.0793651	0.6225969	3.5471523
Norway	coast	8	FHF8-St5-Gr1-A	Farm_8	5	1	650	168	3.549738	18.676705	6.719474	65.3968254	0.6007606	3.2705717
Norway	coast	8	FHF8-St5-Gr1-B	Farm_8	5	1	650	168	3.549738	18.676705	6.719474	65.3968254	0.6007606	3.2705717
Norway	coast	8	FHF8-St5-Gr1-C	Farm_8	5	1	650	168	3.549738	18.676705	6.719474	65.3968254	0.6007606	3.2705717
Norway	coast	8	FHF8-St5-Gr2-A	Farm_8	5	2	650	168	3.154206	17.945778	6.797857	65.9090909	0.6284763	3.4810076
Norway	coast	8	FHF8-St5-Gr2-B	Farm_8	5	2	650	168	3.154206	17.945778	6.797857	65.9090909	0.6284763	3.4810076
Norway	coast	8	FHF8-St5-Gr2-C	Farm_8	5	2	650	168	3.154206	17.945778	6.797857	65.9090909	0.6284763	3.4810076
Norway	coast	9	FHF9-St2-Gr1-A	Farm_9	2	1	30	104	4.042347	13.675029	6.420833	3.6691818	0.5455173	2.4227939
Norway	coast	9	FHF9-St2-Gr1-B	Farm_9	2	1	30	104	4.042347	13.675029	6.420833	3.6691818	0.5455173	2.4227939
Norway	coast	9	FHF9-St2-Gr1-C	Farm_9	2	1	30	104	4.042347	13.675029	6.420833	3.6691818	0.5455173	2.4227939
Norway	coast	9	FHF9-St2-Gr2-A	Farm_9	2	2	30	104	3.930693	14.290781	5.896296	5.9198543	0.5475667	2.7185903
Norway	coast	9	FHF9-St2-Gr2-B	Farm_9	2	2	30	104	3.930693	14.290781	5.896296	5.9198543	0.5475667	2.7185903
Norway	coast	9	FHF9-St2-Gr2-C	Farm_9	2	2	30	104	3.930693	14.290781	5.896296	5.9198543	0.5475667	2.7185903
Norway	coast	9	FHF9-St1-Gr1-A	Farm_9	1	1	0	104	5.902855	7.140167	5.9325	0.6411611	0.2933688	0.4442435
Norway	coast	9	FHF9-St1-Gr1-B	Farm_9	1	1	0	104	5.902855	7.140167	5.9325	0.6411611	0.2933688	0.4442435
Norway	coast	9	FHF9-St1-Gr1-C	Farm_9	1	1	0	104	5.902855	7.140167	5.9325	0.6411611	0.2933688	0.4442435
Norway	coast	9	FHF9-St1-Gr2-A	Farm_9	1	2	0	104	5.939938	7.050275	4.938889	0.6113003	0.2934428	0.2613117
Norway	coast	9	FHF9-St1-Gr2-B	Farm_9	1	2	0	104	5.939938	7.050275	4.938889	0.6113003	0.2934428	0.2613117
Norway	coast	9	FHF9-St1-Gr2-C	Farm_9	1	2	0	104	5.939938	7.050275	4.938889	0.6113003	0.2934428	0.2613117
Norway	coast	9	FHF9-St3-Gr1-A	Farm_9	3	1	99	108	5.305772	9.534887	7.6175	2.8207271	0.4463193	1.1783525
Norway	coast	9	FHF9-St3-Gr1-B	Farm_9	3	1	99	108	5.305772	9.534887	7.6175	2.8207271	0.4463193	1.1783525
Norway	coast	9	FHF9-St3-Gr1-C	Farm_9	3	1	99	108	5.305772	9.534887	7.6175	2.8207271	0.4463193	1.1783525
Norway	coast	9	FHF9-St3-Gr2-A	Farm_9	3	2	99	108	5.76898	7.222968	7.594444	1.8259837	0.3866334	0.5441313
Norway	coast	9	FHF9-St3-Gr2-B	Farm_9	3	2	99	108	5.76898	7.222968	7.594444	1.8259837	0.3866334	0.5441313
Norway	coast	9	FHF9-St3-Gr2-C	Farm_9	3	2	99	108	5.76898	7.222968	7.594444	1.8259837	0.3866334	0.5441313
Norway	coast	9	FHF9-St4-Gr1-A	Farm_9	4	1	290	108	3.390476	18.598967	8.74881	56.6433566	0.6496274	3.7405912
Norway	coast	9	FHF9-St4-Gr1-B	Farm_9	4	1	290	108	3.390476	18.598967	8.74881	56.6433566	0.6496274	3.7405912
Norway	coast	9	FHF9-St4-Gr1-C	Farm_9	4	1	290	108	3.390476	18.598967	8.74881	56.6433566	0.6496274	3.7405912
Norway	coast	9	FHF9-St4-Gr2-A	Farm_9	4	2	290	108	3.489914	19.026474	8.425455	62.6153229	0.648898	3.5162875
Norway	coast	9	FHF9-St4-Gr2-B	Farm_9	4	2	290	108	3.489914	19.026474	8.425455	62.6153229	0.648898	3.5162875
Norway	coast	9	FHF9-St4-Gr2-C	Farm_9	4	2	290	108	3.489914	19.026474	8.425455	62.6153229	0.648898	3.5162875
Norway	coast	9	FHF9-St5-Gr1-A	Farm_9	5	1	260	90	2.815415	18.918638	7.53	33.2740214	0.6862062	4.130803
Norway	coast	9	FHF9-St5-Gr1-B	Farm_9	5	1	260	90	2.815415	18.918638	7.53	33.2740214	0.6862062	4.130803
Norway	coast	9	FHF9-St5-Gr1-C	Farm_9	5	1	260	90	2.815415	18.918638	7.53	33.2740214	0.6862062	4.130803
Norway	coast	9	FHF9-St5-Gr2-A	Farm_9	5	2	260	90	2.680576	18.510835	7.270571	30.7801418	0.6951365	4.0000006
Norway	coast	9	FHF9-St5-Gr2-B	Farm_9	5	2	260	90	2.680576	18.510835	7.270571	30.7801418	0.6951365	4.0000006
Norway	coast	9	FHF9-St5-Gr2-C	Farm_9	5	2	260	90	2.680576	18.510835	7.270571	30.7801418	0.6951365	4.0000006
Norway	coast	9	FHF9-St6-Gr1-A	Farm_9	6	1	500	120	2.840237	19.851189	8.253922	64.2907058	0.7151525	4.41218
Norway	coast	9	FHF9-St6-Gr1-B	Farm_9	6	1	500	120	2.840237	19.851189	8.253922	64.2907058	0.7151525	4.41218
Norway	coast	9	FHF9-St6-Gr1-C	Farm_9	6	1	500	120	2.840237	19.851189	8.253922	64.2907058	0.7151525	4.41218
Norway	coast	9	FHF9-St6-Gr2-A	Farm_9	6	2	500	120	2.630068	20.215941	8.0275	46.9740634	0.7190082	4.6011462
Norway	coast	9	FHF9-St6-Gr2-B	Farm_9	6	2	500	120	2.630068	20.215941	8.0275	46.9740634	0.7190082	4.6011462
Norway	coast	9	FHF9-St6-Gr2-C	Farm_9	6	2	500	120	2.630068	20.215941	8.0275	46.9740634	0.7190082	4.6011462
Norway	coast	10	FHF10-St1-Gr2-A	Farm_10	1	2	0	128	4.069767	15.399018	8.403947	13.1725417	0.5845979	3.3978933
Norway	coast	10	FHF10-St1-Gr2-B	Farm_10	1	2	0	128	4.069767	15.399018	8.403947	13.1725417	0.5845979	3.3978933
Norway	coast	10	FHF10-St1-Gr2-C	Farm_10	1	2	0	128	4.069767	15.399018	8.403947	13.1725417	0.5845979	3.3978933
Norway	coast	10	FHF10-St1-Gr3-A	Farm_10	1	3	0	128	5.227838	10.740294	8.214118	3.1531532	0.4433927	1.8059123
Norway	coast	10	FHF10-St1-Gr3-B	Farm_10	1	3	0	128	5.227838	10.740294	8.214118	3.1531532	0.4433927	1.8059123
Norway	coast	10	FHF10-St1-Gr3-C	Farm_10	1	3	0	128	5.227838	10.740294	8.214118	3.1531532	0.4433927	1.8059123
Norway	coast	10	FHF10-St2-Gr1-A	Farm_10	2	1	34	129	2.901709	18.577611	8.141212	28.4722222	0.6959227	4.1180909
Norway	coast	10	FHF10-St2-Gr1-B	Farm_10	2	1	34	129	2.901709	18.577611	8.141212	28.4722222	0.6959227	4.1180909
Norway	coast	10	FHF10-St2-Gr1-C	Farm_10	2	1	34	129	2.901709	18.577611	8.141212	28.4722222	0.6959227	4.1180909
Norway	coast	10	FHF10-St2-Gr2-A	Farm_10	2	2	34	129	2.759003	19.606187	6.130476	50.4464286	0.674577	4.6013337
Norway	coast	10	FHF10-St2-Gr2-B	Farm_10	2	2	34	129	2.759003	19.606187	6.130476	50.4464286	0.674577	4.6013337
Norway	coast	10	FHF10-St2-Gr2-C	Farm_10	2	2	34	129	2.759003	19.606187	6.130476	50.4464286	0.674577	4.6013337
Norway	coast	10	FHF10-St3-Gr1-A	Farm_10	3	1	100	132	3.235772	17.292619	7.397	50.7936508	0.6664312	3.8103252
Norway	coast	10	FHF10-St3-Gr1-B	Farm_10	3	1	100	132	3.235772	17.292619	7.397	50.7936508	0.6664312	3.8103252
Norway	coast	10	FHF10-St3-Gr1-C	Farm_10	3	1	100	132	3.235772	17.292619	7.397	50.7936508	0.6664312	3.8103252
Norway	coast	10	FHF10-St3-Gr2-A	Farm_10	3	2	100	132	2.760937	19.480569	7.175556	33.9774557	0.7031917	4.3312664
Norway	coast	10	FHF10-St3-Gr2-B	Farm_10	3	2	100	132	2.760937	19.480569	7.175556	33.9774557	0.7031917	4.3312664
Norway	coast	10	FHF10-St3-Gr2-C	Farm_10	3	2	100	132	2.760937	19.480569	7.175556	33.9774557	0.7031917	4.3312664
